324;214;440;121
321;216;443;141
320;218;441;161
317;221;438;179
313;220;434;194
309;222;430;207
303;224;427;214
300;224;422;216
296;224;417;215
293;224;412;207
291;224;405;199
289;225;396;187
287;224;386;173
286;222;371;158
285;222;355;143
287;220;337;128
288;218;316;115
291;215;295;104
293;212;274;98
297;211;254;93
299;210;236;92
299;208;221;93
300;206;209;96
301;204;197;101
302;202;189;108
305;200;181;115
306;198;176;123
309;196;172;130
311;193;175;136
312;193;179;140
313;191;186;142
316;190;197;138
318;190;214;133
318;193;232;123
318;196;262;115
318;198;295;103
316;202;328;98
314;204;363;96
312;206;399;103
313;207;427;119
311;208;448;138
312;209;459;160
314;212;467;181
314;212;469;197
314;214;470;211
315;218;469;223
315;220;469;231
315;220;468;238
316;223;467;238
316;221;467;241
316;222;467;236
316;222;468;230
316;221;467;220
316;220;466;211
316;219;465;200
317;219;461;188
318;216;457;175
318;214;450;164
319;212;444;154
320;210;436;144
322;210;427;135
325;212;417;127
329;212;407;120
330;212;395;117
336;213;386;112
339;213;375;115
343;213;368;117
345;214;362;120
349;212;361;124
351;210;360;127
354;209;361;131
357;209;363;132
359;210;369;132
361;210;376;133
360;212;382;130
362;214;392;129
361;215;400;130
361;216;413;129
359;218;424;135
358;219;436;140
357;219;449;150
355;218;462;166
355;218;474;181
354;218;482;199
354;219;488;217
354;220;490;235
353;221;489;252
352;221;488;266
352;221;485;277
352;223;481;284
352;222;479;290
351;223;475;290
349;223;473;289
